scores,apple,steps,time per apple
42.0,1971,14799272,46.92857142857143
44.0,2130,14801402,48.40909090909091
45.0,2204,14803606,48.977777777777774
23.0,1074,14804680,46.69565217391305
43.0,2082,14806762,48.41860465116279
26.0,1211,14807973,46.57692307692308
45.0,2030,14810003,45.111111111111114
28.0,1233,14811236,44.035714285714285
26.0,1097,14812333,42.19230769230769
30.0,1455,14813788,48.5
60.0,2851,14816639,47.516666666666666
35.0,1604,14818243,45.82857142857143
35.0,1679,14819922,47.97142857142857
17.0,762,14820684,44.8235294117647
28.0,1299,14821983,46.392857142857146
21.0,1016,14822999,48.38095238095238
46.0,2286,14825285,49.69565217391305
9.0,534,14825819,59.333333333333336
26.0,1391,14827210,53.5
27.0,1411,14828621,52.25925925925926
36.0,1749,14830370,48.583333333333336
32.0,1390,14831760,43.4375
45.0,1892,14833652,42.044444444444444
44.0,1967,14835619,44.70454545454545
58.0,2719,14838338,46.87931034482759
18.0,869,14839207,48.27777777777778
32.0,1468,14840675,45.875
35.0,1583,14842258,45.22857142857143
24.0,1208,14843466,50.333333333333336
36.0,1585,14845051,44.02777777777778
19.0,852,14845903,44.8421052631579
48.0,2175,14848078,45.3125
20.0,1093,14849171,54.65
29.0,1357,14850528,46.793103448275865
31.0,1245,14851773,40.16129032258065
35.0,1732,14853505,49.48571428571429
25.0,1146,14854651,45.84
28.0,1269,14855920,45.32142857142857
42.0,1900,14857820,45.23809523809524
42.0,1803,14859623,42.92857142857143
44.0,1840,14861463,41.81818181818182
33.0,1542,14863005,46.72727272727273
60.0,2718,14865723,45.3
28.0,1369,14867092,48.892857142857146
32.0,1333,14868425,41.65625
33.0,1440,14869865,43.63636363636363
54.0,2288,14872153,42.370370370370374
19.0,843,14872996,44.36842105263158
34.0,1496,14874492,44.0
38.0,1482,14875974,39.0
26.0,1142,14877116,43.92307692307692
20.0,779,14877895,38.95
44.0,1579,14879474,35.88636363636363
44.0,2065,14881539,46.93181818181818
19.0,872,14882411,45.89473684210526
9.0,479,14882890,53.22222222222222
40.0,1946,14884836,48.65
20.0,976,14885812,48.8
47.0,2095,14887907,44.57446808510638
38.0,1747,14889654,45.973684210526315
47.0,1894,14891548,40.297872340425535
50.0,2184,14893732,43.68
21.0,904,14894636,43.04761904761905
34.0,1322,14895958,38.88235294117647
40.0,1691,14897649,42.275
23.0,934,14898583,40.608695652173914
31.0,1273,14899856,41.064516129032256
19.0,701,14900557,36.89473684210526
42.0,1731,14902288,41.214285714285715
31.0,1497,14903785,48.29032258064516
37.0,1439,14905224,38.891891891891895
36.0,1597,14906821,44.361111111111114
51.0,2305,14909126,45.19607843137255
19.0,863,14909989,45.421052631578945
31.0,1508,14911497,48.645161290322584
33.0,1284,14912781,38.90909090909091
25.0,941,14913722,37.64
41.0,1680,14915402,40.97560975609756
32.0,1281,14916683,40.03125
22.0,900,14917583,40.90909090909091
25.0,1137,14918720,45.48
33.0,1323,14920043,40.09090909090909
38.0,1666,14921709,43.8421052631579
24.0,1116,14922825,46.5
40.0,1759,14924584,43.975
25.0,1136,14925720,45.44
41.0,1679,14927399,40.951219512195124
46.0,2143,14929542,46.58695652173913
14.0,613,14930155,43.785714285714285
45.0,1641,14931796,36.46666666666667
25.0,1122,14932918,44.88
31.0,1283,14934201,41.38709677419355
34.0,1465,14935666,43.088235294117645
14.0,676,14936342,48.285714285714285
16.0,614,14936956,38.375
28.0,1159,14938115,41.392857142857146
41.0,1577,14939692,38.46341463414634
29.0,1340,14941032,46.206896551724135
35.0,1557,14942589,44.48571428571429
40.0,1632,14944221,40.8
24.0,1147,14945368,47.791666666666664
26.0,1145,14946513,44.03846153846154
44.0,1892,14948405,43.0
38.0,1708,14950113,44.94736842105263
43.0,1809,14951922,42.06976744186046
22.0,898,14952820,40.81818181818182
41.0,1905,14954725,46.46341463414634
26.0,1068,14955793,41.07692307692308
22.0,1046,14956839,47.54545454545455
19.0,817,14957656,43.0
33.0,1473,14959129,44.63636363636363
41.0,1839,14960968,44.853658536585364
26.0,809,14961777,31.115384615384617
47.0,2066,14963843,43.95744680851064
27.0,1372,14965215,50.81481481481482
24.0,902,14966117,37.583333333333336
27.0,936,14967053,34.666666666666664
10.0,476,14967529,47.6
36.0,1537,14969066,42.69444444444444
10.0,335,14969401,33.5
21.0,898,14970299,42.76190476190476
31.0,1207,14971506,38.935483870967744
10.0,522,14972028,52.2
27.0,1140,14973168,42.22222222222222
28.0,1127,14974295,40.25
24.0,935,14975230,38.958333333333336
20.0,884,14976114,44.2
34.0,1511,14977625,44.44117647058823
47.0,1992,14979617,42.38297872340426
22.0,833,14980450,37.86363636363637
46.0,1968,14982418,42.78260869565217
28.0,1366,14983784,48.785714285714285
31.0,1353,14985137,43.645161290322584
44.0,1821,14986958,41.38636363636363
37.0,1615,14988573,43.648648648648646
39.0,1732,14990305,44.41025641025641
35.0,1560,14991865,44.57142857142857
21.0,943,14992808,44.904761904761905
25.0,985,14993793,39.4
25.0,1072,14994865,42.88
59.0,2469,14997334,41.847457627118644
31.0,1306,14998640,42.12903225806452
24.0,1067,14999707,44.458333333333336
45.0,1924,15001631,42.75555555555555
6.0,222,15001853,37.0
22.0,931,15002784,42.31818181818182
20.0,807,15003591,40.35
23.0,873,15004464,37.95652173913044
10.0,389,15004853,38.9
39.0,1722,15006575,44.15384615384615
27.0,1281,15007856,47.44444444444444
35.0,1282,15009138,36.628571428571426
21.0,968,15010106,46.095238095238095
44.0,1861,15011967,42.29545454545455
43.0,1799,15013766,41.83720930232558
23.0,1166,15014932,50.69565217391305
27.0,1182,15016114,43.77777777777778
32.0,1583,15017697,49.46875
32.0,1484,15019181,46.375
14.0,708,15019889,50.57142857142857
22.0,846,15020735,38.45454545454545
45.0,1822,15022557,40.48888888888889
28.0,1059,15023616,37.82142857142857
42.0,1915,15025531,45.595238095238095
50.0,2098,15027629,41.96
22.0,1018,15028647,46.27272727272727
23.0,880,15029527,38.26086956521739
5.0,235,15029762,47.0
31.0,1468,15031230,47.354838709677416
37.0,1619,15032849,43.75675675675676
22.0,1088,15033937,49.45454545454545
19.0,818,15034755,43.05263157894737
28.0,1137,15035892,40.607142857142854
49.0,1951,15037843,39.816326530612244
24.0,1061,15038904,44.208333333333336
64.0,2482,15041386,38.78125
30.0,1218,15042604,40.6
27.0,1109,15043713,41.074074074074076
54.0,2258,15045971,41.81481481481482
43.0,2057,15048028,47.83720930232558
38.0,1522,15049550,40.05263157894737
26.0,1257,15050807,48.34615384615385
30.0,1232,15052039,41.06666666666667
40.0,1595,15053634,39.875
44.0,1954,15055588,44.40909090909091
32.0,1374,15056962,42.9375
17.0,875,15057837,51.470588235294116
29.0,1223,15059060,42.172413793103445
20.0,864,15059924,43.2
29.0,1124,15061048,38.758620689655174
44.0,1998,15063046,45.40909090909091
48.0,2157,15065203,44.9375
43.0,2068,15067271,48.093023255813954
48.0,2106,15069377,43.875
8.0,373,15069750,46.625
39.0,1620,15071370,41.53846153846154
35.0,1474,15072844,42.114285714285714
45.0,2044,15074888,45.422222222222224
26.0,1049,15075937,40.34615384615385
32.0,1479,15077416,46.21875
24.0,1037,15078453,43.208333333333336
27.0,1139,15079592,42.18518518518518
30.0,1426,15081018,47.53333333333333
36.0,1400,15082418,38.888888888888886
33.0,1396,15083814,42.303030303030305
38.0,1581,15085395,41.60526315789474
31.0,1274,15086669,41.096774193548384
46.0,2069,15088738,44.97826086956522
43.0,1704,15090442,39.627906976744185
37.0,1579,15092021,42.67567567567568
32.0,1445,15093466,45.15625
29.0,1214,15094680,41.86206896551724
33.0,1496,15096176,45.333333333333336
26.0,1102,15097278,42.38461538461539
49.0,2077,15099355,42.38775510204081
10.0,290,15099645,29.0
46.0,2002,15101647,43.52173913043478
31.0,1233,15102880,39.774193548387096
48.0,1964,15104844,40.916666666666664
41.0,1647,15106491,40.170731707317074
23.0,977,15107468,42.47826086956522
19.0,981,15108449,51.63157894736842
32.0,1335,15109784,41.71875
25.0,1186,15110970,47.44
18.0,671,15111641,37.27777777777778
35.0,1427,15113068,40.77142857142857
39.0,1593,15114661,40.84615384615385
48.0,2087,15116748,43.479166666666664
1.0,34,15116782,34.0
19.0,724,15117506,38.10526315789474
18.0,825,15118331,45.833333333333336
17.0,603,15118934,35.470588235294116
7.0,280,15119214,40.0
24.0,995,15120209,41.458333333333336
51.0,2084,15122293,40.86274509803921
27.0,1127,15123420,41.74074074074074
22.0,968,15124388,44.0
8.0,446,15124834,55.75
35.0,1593,15126427,45.51428571428571
22.0,987,15127414,44.86363636363637
18.0,771,15128185,42.833333333333336
56.0,2483,15130668,44.339285714285715
9.0,395,15131063,43.888888888888886
39.0,1824,15132887,46.76923076923077
32.0,1368,15134255,42.75
26.0,1000,15135255,38.46153846153846
37.0,1424,15136679,38.486486486486484
35.0,1412,15138091,40.34285714285714
20.0,944,15139035,47.2
28.0,1060,15140095,37.857142857142854
48.0,2123,15142218,44.229166666666664
30.0,1429,15143647,47.63333333333333
36.0,1460,15145107,40.55555555555556
55.0,2434,15147541,44.25454545454546
4.0,179,15147720,44.75
29.0,1166,15148886,40.206896551724135
13.0,509,15149395,39.15384615384615
45.0,1795,15151190,39.888888888888886
7.0,250,15151440,35.714285714285715
15.0,742,15152182,49.46666666666667
46.0,1883,15154065,40.93478260869565
13.0,631,15154696,48.53846153846154
18.0,924,15155620,51.333333333333336
38.0,1721,15157341,45.28947368421053
16.0,622,15157963,38.875
4.0,189,15158152,47.25
21.0,912,15159064,43.42857142857143
22.0,943,15160007,42.86363636363637
42.0,1773,15161780,42.214285714285715
19.0,795,15162575,41.8421052631579
33.0,1244,15163819,37.696969696969695
10.0,525,15164344,52.5
6.0,231,15164575,38.5
29.0,1168,15165743,40.275862068965516
39.0,1651,15167394,42.333333333333336
23.0,942,15168336,40.95652173913044
3.0,133,15168469,44.333333333333336
25.0,934,15169403,37.36
18.0,675,15170078,37.5
22.0,901,15170979,40.95454545454545
31.0,1158,15172137,37.354838709677416
24.0,854,15172991,35.583333333333336
8.0,378,15173369,47.25
4.0,154,15173523,38.5
2.0,116,15173639,58.0
36.0,1404,15175043,39.0
27.0,940,15175983,34.81481481481482
56.0,2199,15178182,39.267857142857146
36.0,1369,15179551,38.02777777777778
37.0,1297,15180848,35.054054054054056
9.0,325,15181173,36.111111111111114
11.0,536,15181709,48.72727272727273
26.0,1013,15182722,38.96153846153846
30.0,1107,15183829,36.9
28.0,1240,15185069,44.285714285714285
6.0,277,15185346,46.166666666666664
20.0,732,15186078,36.6
13.0,577,15186655,44.38461538461539
14.0,541,15187196,38.642857142857146
11.0,483,15187679,43.90909090909091
23.0,1000,15188679,43.47826086956522
25.0,1110,15189789,44.4
21.0,724,15190513,34.476190476190474
30.0,1298,15191811,43.266666666666666
11.0,429,15192240,39.0
29.0,1210,15193450,41.724137931034484
30.0,1162,15194612,38.733333333333334
44.0,1646,15196258,37.40909090909091
40.0,1494,15197752,37.35
29.0,1150,15198902,39.6551724137931
32.0,1175,15200077,36.71875
45.0,1898,15201975,42.17777777777778
0.0,25,15202000,inf
20.0,750,15202750,37.5
12.0,524,15203274,43.666666666666664
16.0,811,15204085,50.6875
22.0,843,15204928,38.31818181818182
21.0,764,15205692,36.38095238095238
1.0,59,15205751,59.0
17.0,825,15206576,48.529411764705884
39.0,1728,15208304,44.30769230769231
1.0,48,15208352,48.0
33.0,1228,15209580,37.21212121212121
23.0,980,15210560,42.608695652173914
25.0,1081,15211641,43.24
14.0,593,15212234,42.357142857142854
30.0,1030,15213264,34.333333333333336
15.0,494,15213758,32.93333333333333
42.0,1726,15215484,41.095238095238095
30.0,1037,15216521,34.56666666666667
37.0,1477,15217998,39.91891891891892
1.0,60,15218058,60.0
26.0,991,15219049,38.11538461538461
45.0,1994,15221043,44.31111111111111
41.0,1673,15222716,40.80487804878049
9.0,336,15223052,37.333333333333336
2.0,61,15223113,30.5
25.0,1013,15224126,40.52
28.0,940,15225066,33.57142857142857
27.0,1088,15226154,40.2962962962963
32.0,1264,15227418,39.5
5.0,226,15227644,45.2
23.0,717,15228361,31.17391304347826
47.0,2049,15230410,43.59574468085106
48.0,2022,15232432,42.125
17.0,592,15233024,34.8235294117647
45.0,1916,15234940,42.577777777777776
26.0,1225,15236165,47.11538461538461
22.0,954,15237119,43.36363636363637
41.0,1490,15238609,36.34146341463415
19.0,745,15239354,39.21052631578947
12.0,596,15239950,49.666666666666664
24.0,965,15240915,40.208333333333336
31.0,1138,15242053,36.70967741935484
28.0,1069,15243122,38.17857142857143
35.0,1417,15244539,40.48571428571429
28.0,954,15245493,34.07142857142857
14.0,462,15245955,33.0
44.0,1758,15247713,39.95454545454545
22.0,836,15248549,38.0
39.0,1330,15249879,34.1025641025641
30.0,1232,15251111,41.06666666666667
7.0,372,15251483,53.142857142857146
3.0,87,15251570,29.0
40.0,1387,15252957,34.675
18.0,637,15253594,35.388888888888886
45.0,1780,15255374,39.55555555555556
1.0,80,15255454,80.0
14.0,417,15255871,29.785714285714285
39.0,1390,15257261,35.64102564102564
47.0,2000,15259261,42.5531914893617
18.0,632,15259893,35.111111111111114
15.0,608,15260501,40.53333333333333
19.0,768,15261269,40.421052631578945
1.0,46,15261315,46.0
33.0,1299,15262614,39.36363636363637
38.0,1388,15264002,36.526315789473685
39.0,1613,15265615,41.35897435897436
14.0,597,15266212,42.642857142857146
39.0,1553,15267765,39.82051282051282
40.0,1487,15269252,37.175
9.0,372,15269624,41.333333333333336
22.0,906,15270530,41.18181818181818
37.0,1539,15272069,41.5945945945946
31.0,1190,15273259,38.38709677419355
16.0,645,15273904,40.3125
47.0,1698,15275602,36.12765957446808
35.0,1508,15277110,43.08571428571429
3.0,134,15277244,44.666666666666664
29.0,1149,15278393,39.62068965517241
35.0,1278,15279671,36.51428571428571
28.0,1067,15280738,38.107142857142854
21.0,813,15281551,38.714285714285715
24.0,979,15282530,40.791666666666664
36.0,1455,15283985,40.416666666666664
23.0,1027,15285012,44.65217391304348
8.0,305,15285317,38.125
28.0,1220,15286537,43.57142857142857
44.0,1891,15288428,42.97727272727273
44.0,1633,15290061,37.11363636363637
24.0,892,15290953,37.166666666666664
22.0,849,15291802,38.59090909090909
24.0,956,15292758,39.833333333333336
41.0,1596,15294354,38.926829268292686
38.0,1757,15296111,46.23684210526316
26.0,1070,15297181,41.15384615384615
45.0,1462,15298643,32.48888888888889
44.0,1858,15300501,42.22727272727273
31.0,1172,15301673,37.806451612903224
12.0,353,15302026,29.416666666666668
2.0,93,15302119,46.5
43.0,1643,15303762,38.2093023255814
19.0,758,15304520,39.89473684210526
8.0,295,15304815,36.875
3.0,133,15304948,44.333333333333336
9.0,408,15305356,45.333333333333336
42.0,1705,15307061,40.595238095238095
22.0,1032,15308093,46.90909090909091
43.0,1782,15309875,41.44186046511628
1.0,67,15309942,67.0
32.0,1283,15311225,40.09375
17.0,667,15311892,39.23529411764706
31.0,1184,15313076,38.193548387096776
39.0,1708,15314784,43.794871794871796
0.0,27,15314811,inf
19.0,777,15315588,40.89473684210526
37.0,1684,15317272,45.513513513513516
39.0,1503,15318775,38.53846153846154
32.0,1231,15320006,38.46875
24.0,979,15320985,40.791666666666664
38.0,1572,15322557,41.36842105263158
7.0,275,15322832,39.285714285714285
18.0,736,15323568,40.888888888888886
39.0,1768,15325336,45.333333333333336
46.0,1636,15326972,35.56521739130435
29.0,1331,15328303,45.89655172413793
21.0,906,15329209,43.142857142857146
44.0,1805,15331014,41.02272727272727
11.0,352,15331366,32.0
28.0,1005,15332371,35.892857142857146
31.0,1350,15333721,43.54838709677419
41.0,1678,15335399,40.926829268292686
34.0,1336,15336735,39.294117647058826
23.0,957,15337692,41.608695652173914
50.0,2029,15339721,40.58
8.0,289,15340010,36.125
35.0,1332,15341342,38.05714285714286
24.0,956,15342298,39.833333333333336
9.0,426,15342724,47.333333333333336
11.0,365,15343089,33.18181818181818
38.0,1507,15344596,39.6578947368421
30.0,1187,15345783,39.56666666666667
33.0,1401,15347184,42.45454545454545
21.0,831,15348015,39.57142857142857
40.0,1600,15349615,40.0
47.0,1725,15351340,36.702127659574465
27.0,919,15352259,34.03703703703704
43.0,1860,15354119,43.25581395348837
42.0,1759,15355878,41.88095238095238
58.0,2398,15358276,41.3448275862069
37.0,1585,15359861,42.83783783783784
31.0,1226,15361087,39.54838709677419
36.0,1422,15362509,39.5
52.0,1991,15364500,38.28846153846154
51.0,2041,15366541,40.01960784313726
24.0,818,15367359,34.083333333333336
16.0,562,15367921,35.125
23.0,860,15368781,37.391304347826086
6.0,225,15369006,37.5
47.0,1587,15370593,33.765957446808514
31.0,1140,15371733,36.774193548387096
44.0,1566,15373299,35.59090909090909
30.0,1307,15374606,43.56666666666667
25.0,1027,15375633,41.08
28.0,1206,15376839,43.07142857142857
41.0,1593,15378432,38.853658536585364
32.0,1089,15379521,34.03125
21.0,794,15380315,37.80952380952381
37.0,1628,15381943,44.0
13.0,366,15382309,28.153846153846153
35.0,1282,15383591,36.628571428571426
32.0,1254,15384845,39.1875
29.0,1154,15385999,39.793103448275865
20.0,675,15386674,33.75
47.0,1726,15388400,36.723404255319146
8.0,184,15388584,23.0
34.0,1495,15390079,43.970588235294116
36.0,1259,15391338,34.97222222222222
34.0,1277,15392615,37.55882352941177
19.0,567,15393182,29.842105263157894
45.0,1496,15394678,33.24444444444445
37.0,1697,15396375,45.86486486486486
31.0,1254,15397629,40.45161290322581
16.0,591,15398220,36.9375
40.0,1626,15399846,40.65
20.0,933,15400779,46.65
21.0,948,15401727,45.142857142857146
20.0,688,15402415,34.4
34.0,1288,15403703,37.88235294117647
44.0,1757,15405460,39.93181818181818
25.0,912,15406372,36.48
36.0,1545,15407917,42.916666666666664
38.0,1547,15409464,40.71052631578947
24.0,1002,15410466,41.75
59.0,2497,15412963,42.32203389830509
39.0,1463,15414426,37.51282051282051
44.0,1976,15416402,44.90909090909091
40.0,1824,15418226,45.6
14.0,566,15418792,40.42857142857143
36.0,1387,15420179,38.52777777777778
6.0,256,15420435,42.666666666666664
46.0,1561,15421996,33.93478260869565
20.0,649,15422645,32.45
0.0,27,15422672,inf
25.0,775,15423447,31.0
28.0,1197,15424644,42.75
40.0,1783,15426427,44.575
25.0,950,15427377,38.0
21.0,909,15428286,43.285714285714285
35.0,1357,15429643,38.77142857142857
13.0,559,15430202,43.0
45.0,1848,15432050,41.06666666666667
28.0,1214,15433264,43.357142857142854
38.0,1626,15434890,42.78947368421053
23.0,853,15435743,37.08695652173913
4.0,105,15435848,26.25
15.0,555,15436403,37.0
23.0,1073,15437476,46.65217391304348
37.0,1476,15438952,39.891891891891895
40.0,1697,15440649,42.425
54.0,2313,15442962,42.833333333333336
37.0,1328,15444290,35.891891891891895
43.0,1885,15446175,43.83720930232558
30.0,1060,15447235,35.333333333333336
39.0,1622,15448857,41.58974358974359
35.0,1376,15450233,39.31428571428572
24.0,899,15451132,37.458333333333336
25.0,1026,15452158,41.04
27.0,1094,15453252,40.51851851851852
50.0,2206,15455458,44.12
26.0,886,15456344,34.07692307692308
25.0,1043,15457387,41.72
6.0,297,15457684,49.5
23.0,831,15458515,36.130434782608695
48.0,1929,15460444,40.1875
45.0,1545,15461989,34.333333333333336
16.0,636,15462625,39.75
11.0,399,15463024,36.27272727272727
46.0,1874,15464898,40.73913043478261
51.0,2092,15466990,41.01960784313726
60.0,2323,15469313,38.71666666666667
20.0,727,15470040,36.35
23.0,885,15470925,38.47826086956522
41.0,1694,15472619,41.31707317073171
48.0,1949,15474568,40.604166666666664
29.0,1103,15475671,38.03448275862069
25.0,916,15476587,36.64
41.0,1656,15478243,40.390243902439025
11.0,521,15478764,47.36363636363637
28.0,1025,15479789,36.607142857142854
28.0,1146,15480935,40.92857142857143
50.0,1974,15482909,39.48
25.0,1253,15484162,50.12
57.0,2216,15486378,38.87719298245614
35.0,1244,15487622,35.542857142857144
44.0,1707,15489329,38.79545454545455
36.0,1290,15490619,35.833333333333336
5.0,247,15490866,49.4
23.0,978,15491844,42.52173913043478
36.0,1310,15493154,36.388888888888886
27.0,1100,15494254,40.74074074074074
39.0,1596,15495850,40.92307692307692
26.0,943,15496793,36.26923076923077
28.0,1194,15497987,42.642857142857146
57.0,2301,15500288,40.36842105263158
58.0,2047,15502335,35.293103448275865
44.0,1708,15504043,38.81818181818182
6.0,260,15504303,43.333333333333336
14.0,471,15504774,33.642857142857146
23.0,806,15505580,35.04347826086956
28.0,907,15506487,32.392857142857146
31.0,1317,15507804,42.483870967741936
46.0,1797,15509601,39.06521739130435
54.0,2080,15511681,38.51851851851852
25.0,1028,15512709,41.12
32.0,1357,15514066,42.40625
16.0,640,15514706,40.0
20.0,683,15515389,34.15
26.0,916,15516305,35.23076923076923
21.0,923,15517228,43.95238095238095
44.0,1661,15518889,37.75
47.0,1773,15520662,37.723404255319146
16.0,652,15521314,40.75
21.0,696,15522010,33.142857142857146
52.0,2110,15524120,40.57692307692308
47.0,1732,15525852,36.851063829787236
0.0,32,15525884,inf
40.0,1453,15527337,36.325
24.0,906,15528243,37.75
30.0,1205,15529448,40.166666666666664
45.0,1639,15531087,36.422222222222224
28.0,939,15532026,33.535714285714285
35.0,1259,15533285,35.97142857142857
60.0,2412,15535697,40.2
30.0,1242,15536939,41.4
33.0,1318,15538257,39.93939393939394
24.0,948,15539205,39.5
19.0,763,15539968,40.1578947368421
46.0,1732,15541700,37.65217391304348
29.0,1163,15542863,40.10344827586207
57.0,2284,15545147,40.07017543859649
30.0,1064,15546211,35.46666666666667
23.0,897,15547108,39.0
13.0,550,15547658,42.30769230769231
37.0,1245,15548903,33.648648648648646
8.0,311,15549214,38.875
59.0,2170,15551384,36.779661016949156
38.0,1275,15552659,33.55263157894737
23.0,879,15553538,38.21739130434783
22.0,838,15554376,38.09090909090909
57.0,2116,15556492,37.12280701754386
24.0,972,15557464,40.5
36.0,1397,15558861,38.80555555555556
40.0,1444,15560305,36.1
45.0,1854,15562159,41.2
50.0,2023,15564182,40.46
37.0,1331,15565513,35.972972972972975
7.0,233,15565746,33.285714285714285
12.0,479,15566225,39.916666666666664
37.0,1373,15567598,37.108108108108105
20.0,816,15568414,40.8
14.0,621,15569035,44.357142857142854
17.0,721,15569756,42.411764705882355
34.0,1073,15570829,31.558823529411764
23.0,890,15571719,38.69565217391305
59.0,2427,15574146,41.13559322033898
22.0,819,15574965,37.22727272727273
38.0,1450,15576415,38.1578947368421
23.0,905,15577320,39.34782608695652
18.0,539,15577859,29.944444444444443
43.0,1575,15579434,36.627906976744185
27.0,1090,15580524,40.370370370370374
42.0,1496,15582020,35.61904761904762
24.0,908,15582928,37.833333333333336
40.0,1439,15584367,35.975
21.0,743,15585110,35.38095238095238
25.0,799,15585909,31.96
21.0,964,15586873,45.904761904761905
28.0,1212,15588085,43.285714285714285
14.0,545,15588630,38.92857142857143
30.0,1006,15589636,33.53333333333333
45.0,1624,15591260,36.08888888888889
26.0,1036,15592296,39.84615384615385
53.0,2135,15594431,40.283018867924525
50.0,2088,15596519,41.76
37.0,1254,15597773,33.891891891891895
27.0,910,15598683,33.7037037037037
32.0,1223,15599906,38.21875
30.0,1086,15600992,36.2
47.0,1708,15602700,36.340425531914896
28.0,1176,15603876,42.0
29.0,987,15604863,34.03448275862069
32.0,1237,15606100,38.65625
15.0,472,15606572,31.466666666666665
37.0,1497,15608069,40.45945945945946
32.0,1215,15609284,37.96875
25.0,1005,15610289,40.2
28.0,1029,15611318,36.75
30.0,1202,15612520,40.06666666666667
28.0,899,15613419,32.107142857142854
31.0,1075,15614494,34.67741935483871
32.0,1272,15615766,39.75
31.0,1161,15616927,37.45161290322581
27.0,1066,15617993,39.48148148148148
45.0,1527,15619520,33.93333333333333
38.0,1377,15620897,36.23684210526316
36.0,1395,15622292,38.75
25.0,1076,15623368,43.04
31.0,1175,15624543,37.903225806451616
30.0,1241,15625784,41.36666666666667
22.0,940,15626724,42.72727272727273
5.0,217,15626941,43.4
21.0,771,15627712,36.714285714285715
22.0,717,15628429,32.59090909090909
28.0,1012,15629441,36.142857142857146
11.0,449,15629890,40.81818181818182
23.0,765,15630655,33.26086956521739
53.0,2201,15632856,41.528301886792455
31.0,1210,15634066,39.03225806451613
22.0,796,15634862,36.18181818181818
28.0,1205,15636067,43.035714285714285
23.0,942,15637009,40.95652173913044
29.0,918,15637927,31.655172413793103
3.0,231,15638158,77.0
25.0,936,15639094,37.44
15.0,624,15639718,41.6
47.0,1840,15641558,39.148936170212764
41.0,1542,15643100,37.609756097560975
24.0,1003,15644103,41.791666666666664
38.0,1634,15645737,43.0
42.0,1677,15647414,39.92857142857143
40.0,1575,15648989,39.375
42.0,1557,15650546,37.07142857142857
18.0,635,15651181,35.27777777777778
19.0,726,15651907,38.21052631578947
55.0,2083,15653990,37.872727272727275
52.0,2126,15656116,40.88461538461539
15.0,567,15656683,37.8
46.0,1835,15658518,39.891304347826086
22.0,827,15659345,37.59090909090909
37.0,1359,15660704,36.729729729729726
50.0,1802,15662506,36.04
18.0,900,15663406,50.0
29.0,1332,15664738,45.93103448275862
44.0,1747,15666485,39.70454545454545
23.0,1015,15667500,44.130434782608695
26.0,929,15668429,35.73076923076923
34.0,1276,15669705,37.529411764705884
36.0,1352,15671057,37.55555555555556
34.0,1374,15672431,40.411764705882355
27.0,1157,15673588,42.851851851851855
33.0,1232,15674820,37.333333333333336
37.0,1387,15676207,37.486486486486484
31.0,1038,15677245,33.483870967741936
25.0,973,15678218,38.92
10.0,403,15678621,40.3
53.0,2237,15680858,42.20754716981132
38.0,1578,15682436,41.526315789473685
43.0,1526,15683962,35.48837209302326
24.0,953,15684915,39.708333333333336
25.0,941,15685856,37.64
25.0,808,15686664,32.32
33.0,1326,15687990,40.18181818181818
51.0,2030,15690020,39.80392156862745
15.0,682,15690702,45.46666666666667
41.0,1736,15692438,42.34146341463415
18.0,694,15693132,38.55555555555556
23.0,859,15693991,37.34782608695652
25.0,802,15694793,32.08
28.0,926,15695719,33.07142857142857
41.0,1426,15697145,34.78048780487805
24.0,934,15698079,38.916666666666664
23.0,819,15698898,35.608695652173914
3.0,138,15699036,46.0
23.0,906,15699942,39.391304347826086
38.0,1439,15701381,37.86842105263158
9.0,403,15701784,44.77777777777778
35.0,1462,15703246,41.77142857142857
29.0,1071,15704317,36.93103448275862
